algorithm,visited_qty,generated_qty,path_size,path,start,target,cost_id,heuristic_id,cost,order,pharmacies
bfs,371,404,22,[12 1][12 2][12 3][12 4][12 5][12 6][12 7][12 8][12 9][12 10][11 10][10 10][9 10][8 10][7 10][6 10][5 10][4 10][3 10][2 10][1 10][0 10]],[0 10], [12 1],1,-1,270,[1 2 3 0],[]
dfs,257,489,258,[12 1][12 2][13 2][13 3][14 3][14 4][14 5][14 6][14 7][14 8][14 9][14 10][14 11][14 12][14 13][14 14][14 15][14 16][14 17][14 18][14 19][14 20][14 21][14 22][14 23][14 24][14 25][14 26][14 27][14 28][14 29][14 30][13 30][12 30][12 29][12 28][12 27][12 26][12 25][12 24][12 23][12 22][12 21][12 20][12 19][12 18][12 17][12 16][12 15][12 14][12 13][12 12][12 11][12 10][12 9][12 8][12 7][12 6][12 5][12 4][11 4][11 3][10 3][10 2][10 1][10 0][9 0][8 0][8 1][8 2][8 3][8 4][9 4][9 5][10 5][10 6][10 7][10 8][10 9][10 10][10 11][10 12][10 13][10 14][10 15][10 16][10 17][10 18][10 19][10 20][10 21][10 22][10 23][10 24][10 25][10 26][10 27][10 28][10 29][10 30][9 30][8 30][8 29][8 28][8 27][8 26][8 25][8 24][8 23][8 22][8 21][8 20][8 19][8 18][8 17][8 16][8 15][8 14][8 13][8 12][8 11][8 10][8 9][8 8][8 7][8 6][7 6][7 5][6 5][6 4][6 3][6 2][6 1][6 0][5 0][4 0][4 1][4 2][4 3][4 4][4 5][4 6][5 6][5 7][6 7][6 8][6 9][6 10][6 11][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23][6 24][6 25][6 26][6 27][6 28][6 29][6 30][5 30][4 30][4 29][4 28][4 27][4 26][4 25][4 24][4 23][4 22][4 21][4 20][4 19][4 18][4 17][4 16][4 15][4 14][4 13][4 12][4 11][4 10][4 9][4 8][3 8][3 7][2 7][2 6][2 5][2 4][2 3][2 2][2 1][2 0][1 0][0 0][0 1][0 2][0 3][0 4][0 5][0 6][0 7][0 8][1 8][1 9][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][2 27][2 28][2 29][2 30][1 30][0 30][0 29][0 28][0 27][0 26][0 25][0 24][0 23][0 22][0 21][0 20][0 19][0 18][0 17][0 16][0 15][0 14][0 13][0 12][0 11][0 10]],[0 10], [12 1],1,-1,3220,[1 2 3 0],[]
bfs,371,404,22,[12 1][12 2][12 3][12 4][12 5][12 6][12 7][12 8][12 9][12 10][11 10][10 10][9 10][8 10][7 10][6 10][5 10][4 10][3 10][2 10][1 10][0 10]],[0 10], [12 1],2,-1,236,[1 2 3 0],[]
dfs,257,489,258,[12 1][12 2][13 2][13 3][14 3][14 4][14 5][14 6][14 7][14 8][14 9][14 10][14 11][14 12][14 13][14 14][14 15][14 16][14 17][14 18][14 19][14 20][14 21][14 22][14 23][14 24][14 25][14 26][14 27][14 28][14 29][14 30][13 30][12 30][12 29][12 28][12 27][12 26][12 25][12 24][12 23][12 22][12 21][12 20][12 19][12 18][12 17][12 16][12 15][12 14][12 13][12 12][12 11][12 10][12 9][12 8][12 7][12 6][12 5][12 4][11 4][11 3][10 3][10 2][10 1][10 0][9 0][8 0][8 1][8 2][8 3][8 4][9 4][9 5][10 5][10 6][10 7][10 8][10 9][10 10][10 11][10 12][10 13][10 14][10 15][10 16][10 17][10 18][10 19][10 20][10 21][10 22][10 23][10 24][10 25][10 26][10 27][10 28][10 29][10 30][9 30][8 30][8 29][8 28][8 27][8 26][8 25][8 24][8 23][8 22][8 21][8 20][8 19][8 18][8 17][8 16][8 15][8 14][8 13][8 12][8 11][8 10][8 9][8 8][8 7][8 6][7 6][7 5][6 5][6 4][6 3][6 2][6 1][6 0][5 0][4 0][4 1][4 2][4 3][4 4][4 5][4 6][5 6][5 7][6 7][6 8][6 9][6 10][6 11][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23][6 24][6 25][6 26][6 27][6 28][6 29][6 30][5 30][4 30][4 29][4 28][4 27][4 26][4 25][4 24][4 23][4 22][4 21][4 20][4 19][4 18][4 17][4 16][4 15][4 14][4 13][4 12][4 11][4 10][4 9][4 8][3 8][3 7][2 7][2 6][2 5][2 4][2 3][2 2][2 1][2 0][1 0][0 0][0 1][0 2][0 3][0 4][0 5][0 6][0 7][0 8][1 8][1 9][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][2 27][2 28][2 29][2 30][1 30][0 30][0 29][0 28][0 27][0 26][0 25][0 24][0 23][0 22][0 21][0 20][0 19][0 18][0 17][0 16][0 15][0 14][0 13][0 12][0 11][0 10]],[0 10], [12 1],2,-1,2895,[1 2 3 0],[]
bfs,371,404,22,[12 1][12 2][12 3][12 4][12 5][12 6][12 7][12 8][12 9][12 10][11 10][10 10][9 10][8 10][7 10][6 10][5 10][4 10][3 10][2 10][1 10][0 10]],[0 10], [12 1],3,-1,198,[1 2 3 0],[]
dfs,257,489,258,[12 1][12 2][13 2][13 3][14 3][14 4][14 5][14 6][14 7][14 8][14 9][14 10][14 11][14 12][14 13][14 14][14 15][14 16][14 17][14 18][14 19][14 20][14 21][14 22][14 23][14 24][14 25][14 26][14 27][14 28][14 29][14 30][13 30][12 30][12 29][12 28][12 27][12 26][12 25][12 24][12 23][12 22][12 21][12 20][12 19][12 18][12 17][12 16][12 15][12 14][12 13][12 12][12 11][12 10][12 9][12 8][12 7][12 6][12 5][12 4][11 4][11 3][10 3][10 2][10 1][10 0][9 0][8 0][8 1][8 2][8 3][8 4][9 4][9 5][10 5][10 6][10 7][10 8][10 9][10 10][10 11][10 12][10 13][10 14][10 15][10 16][10 17][10 18][10 19][10 20][10 21][10 22][10 23][10 24][10 25][10 26][10 27][10 28][10 29][10 30][9 30][8 30][8 29][8 28][8 27][8 26][8 25][8 24][8 23][8 22][8 21][8 20][8 19][8 18][8 17][8 16][8 15][8 14][8 13][8 12][8 11][8 10][8 9][8 8][8 7][8 6][7 6][7 5][6 5][6 4][6 3][6 2][6 1][6 0][5 0][4 0][4 1][4 2][4 3][4 4][4 5][4 6][5 6][5 7][6 7][6 8][6 9][6 10][6 11][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23][6 24][6 25][6 26][6 27][6 28][6 29][6 30][5 30][4 30][4 29][4 28][4 27][4 26][4 25][4 24][4 23][4 22][4 21][4 20][4 19][4 18][4 17][4 16][4 15][4 14][4 13][4 12][4 11][4 10][4 9][4 8][3 8][3 7][2 7][2 6][2 5][2 4][2 3][2 2][2 1][2 0][1 0][0 0][0 1][0 2][0 3][0 4][0 5][0 6][0 7][0 8][1 8][1 9][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][2 27][2 28][2 29][2 30][1 30][0 30][0 29][0 28][0 27][0 26][0 25][0 24][0 23][0 22][0 21][0 20][0 19][0 18][0 17][0 16][0 15][0 14][0 13][0 12][0 11][0 10]],[0 10], [12 1],3,-1,2552,[1 2 3 0],[]
bfs,844,859,42,[2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][3 26][4 26][5 26][6 26][7 26][8 26][9 26][10 26][11 26][12 26][13 26][14 26][15 26][16 26][17 26][18 26][19 26][20 26][21 26][22 26][23 26][24 26][25 26][26 26][27 26][28 26]],[28 26], [2 11],0,-1,410,[1 3 0 2],[]
dfs,105,233,106,[2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][2 27][2 28][2 29][2 30][1 30][0 30][0 29][0 28][0 27][0 26][0 25][0 24][0 23][0 22][0 21][0 20][0 19][0 18][0 17][0 16][0 15][0 14][0 13][0 12][0 11][0 10][0 9][0 8][0 7][0 6][0 5][0 4][0 3][0 2][0 1][0 0][1 0][2 0][3 0][4 0][5 0][6 0][7 0][8 0][9 0][10 0][11 0][12 0][13 0][14 0][15 0][16 0][17 0][18 0][19 0][20 0][21 0][22 0][23 0][24 0][25 0][26 0][27 0][28 0][28 1][28 2][28 3][28 4][28 5][28 6][28 7][28 8][28 9][28 10][28 11][28 12][28 13][28 14][28 15][28 16][28 17][28 18][28 19][28 20][28 21][28 22][28 23][28 24][28 25][28 26]],[28 26], [2 11],0,-1,1050,[1 3 0 2],[]
bfs,844,859,42,[2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][3 26][4 26][5 26][6 26][7 26][8 26][9 26][10 26][11 26][12 26][13 26][14 26][15 26][16 26][17 26][18 26][19 26][20 26][21 26][22 26][23 26][24 26][25 26][26 26][27 26][28 26]],[28 26], [2 11],1,-1,410,[1 3 0 2],[]
dfs,105,233,106,[2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][2 27][2 28][2 29][2 30][1 30][0 30][0 29][0 28][0 27][0 26][0 25][0 24][0 23][0 22][0 21][0 20][0 19][0 18][0 17][0 16][0 15][0 14][0 13][0 12][0 11][0 10][0 9][0 8][0 7][0 6][0 5][0 4][0 3][0 2][0 1][0 0][1 0][2 0][3 0][4 0][5 0][6 0][7 0][8 0][9 0][10 0][11 0][12 0][13 0][14 0][15 0][16 0][17 0][18 0][19 0][20 0][21 0][22 0][23 0][24 0][25 0][26 0][27 0][28 0][28 1][28 2][28 3][28 4][28 5][28 6][28 7][28 8][28 9][28 10][28 11][28 12][28 13][28 14][28 15][28 16][28 17][28 18][28 19][28 20][28 21][28 22][28 23][28 24][28 25][28 26]],[28 26], [2 11],1,-1,1210,[1 3 0 2],[]
bfs,844,859,42,[2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][3 26][4 26][5 26][6 26][7 26][8 26][9 26][10 26][11 26][12 26][13 26][14 26][15 26][16 26][17 26][18 26][19 26][20 26][21 26][22 26][23 26][24 26][25 26][26 26][27 26][28 26]],[28 26], [2 11],2,-1,410,[1 3 0 2],[]
dfs,105,233,106,[2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][2 27][2 28][2 29][2 30][1 30][0 30][0 29][0 28][0 27][0 26][0 25][0 24][0 23][0 22][0 21][0 20][0 19][0 18][0 17][0 16][0 15][0 14][0 13][0 12][0 11][0 10][0 9][0 8][0 7][0 6][0 5][0 4][0 3][0 2][0 1][0 0][1 0][2 0][3 0][4 0][5 0][6 0][7 0][8 0][9 0][10 0][11 0][12 0][13 0][14 0][15 0][16 0][17 0][18 0][19 0][20 0][21 0][22 0][23 0][24 0][25 0][26 0][27 0][28 0][28 1][28 2][28 3][28 4][28 5][28 6][28 7][28 8][28 9][28 10][28 11][28 12][28 13][28 14][28 15][28 16][28 17][28 18][28 19][28 20][28 21][28 22][28 23][28 24][28 25][28 26]],[28 26], [2 11],2,-1,1130,[1 3 0 2],[]
bfs,844,859,42,[2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][3 26][4 26][5 26][6 26][7 26][8 26][9 26][10 26][11 26][12 26][13 26][14 26][15 26][16 26][17 26][18 26][19 26][20 26][21 26][22 26][23 26][24 26][25 26][26 26][27 26][28 26]],[28 26], [2 11],3,-1,410,[1 3 0 2],[]
dfs,105,233,106,[2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][2 24][2 25][2 26][2 27][2 28][2 29][2 30][1 30][0 30][0 29][0 28][0 27][0 26][0 25][0 24][0 23][0 22][0 21][0 20][0 19][0 18][0 17][0 16][0 15][0 14][0 13][0 12][0 11][0 10][0 9][0 8][0 7][0 6][0 5][0 4][0 3][0 2][0 1][0 0][1 0][2 0][3 0][4 0][5 0][6 0][7 0][8 0][9 0][10 0][11 0][12 0][13 0][14 0][15 0][16 0][17 0][18 0][19 0][20 0][21 0][22 0][23 0][24 0][25 0][26 0][27 0][28 0][28 1][28 2][28 3][28 4][28 5][28 6][28 7][28 8][28 9][28 10][28 11][28 12][28 13][28 14][28 15][28 16][28 17][28 18][28 19][28 20][28 21][28 22][28 23][28 24][28 25][28 26]],[28 26], [2 11],3,-1,1055,[1 3 0 2],[]
bfs,458,489,23,[8 0][7 0][6 0][5 0][4 0][3 0][2 0][1 0][1 1][1 2][1 3][1 4][1 5][1 6][1 7][1 8][1 9][1 10][1 11][1 12][1 13][1 14][1 15]],[1 15], [8 0],0,-1,220,[3 2 1 0],[]
dfs,204,426,205,[8 0][8 1][7 1][6 1][5 1][4 1][3 1][2 1][1 1][0 1][0 2][0 3][1 3][2 3][3 3][4 3][5 3][6 3][7 3][8 3][9 3][10 3][11 3][12 3][13 3][14 3][15 3][16 3][17 3][18 3][19 3][20 3][21 3][22 3][23 3][24 3][25 3][26 3][27 3][28 3][29 3][30 3][30 4][30 5][29 5][28 5][27 5][26 5][25 5][24 5][23 5][22 5][21 5][20 5][19 5][18 5][17 5][16 5][15 5][14 5][13 5][12 5][11 5][10 5][9 5][8 5][7 5][6 5][5 5][4 5][3 5][2 5][1 5][0 5][0 6][0 7][1 7][2 7][3 7][4 7][5 7][6 7][7 7][8 7][9 7][10 7][11 7][12 7][13 7][14 7][15 7][16 7][17 7][18 7][19 7][20 7][21 7][22 7][23 7][24 7][25 7][26 7][27 7][28 7][29 7][30 7][30 8][30 9][29 9][28 9][27 9][26 9][25 9][24 9][23 9][22 9][21 9][20 9][19 9][18 9][17 9][16 9][15 9][14 9][13 9][12 9][11 9][10 9][9 9][8 9][7 9][6 9][5 9][4 9][3 9][2 9][1 9][0 9][0 10][0 11][1 11][2 11][3 11][4 11][5 11][6 11][7 11][8 11][9 11][10 11][11 11][12 11][13 11][14 11][15 11][16 11][17 11][18 11][19 11][20 11][21 11][22 11][23 11][24 11][25 11][26 11][27 11][28 11][29 11][30 11][30 12][30 13][29 13][28 13][27 13][26 13][25 13][24 13][23 13][22 13][21 13][20 13][19 13][18 13][17 13][16 13][15 13][14 13][13 13][12 13][11 13][10 13][9 13][8 13][7 13][6 13][5 13][4 13][3 13][2 13][1 13][0 13][0 14][0 15][1 15]],[1 15], [8 0],0,-1,2040,[3 2 1 0],[]
bfs,458,489,23,[8 0][7 0][6 0][5 0][4 0][3 0][2 0][1 0][1 1][1 2][1 3][1 4][1 5][1 6][1 7][1 8][1 9][1 10][1 11][1 12][1 13][1 14][1 15]],[1 15], [8 0],1,-1,255,[3 2 1 0],[]
dfs,204,426,205,[8 0][8 1][7 1][6 1][5 1][4 1][3 1][2 1][1 1][0 1][0 2][0 3][1 3][2 3][3 3][4 3][5 3][6 3][7 3][8 3][9 3][10 3][11 3][12 3][13 3][14 3][15 3][16 3][17 3][18 3][19 3][20 3][21 3][22 3][23 3][24 3][25 3][26 3][27 3][28 3][29 3][30 3][30 4][30 5][29 5][28 5][27 5][26 5][25 5][24 5][23 5][22 5][21 5][20 5][19 5][18 5][17 5][16 5][15 5][14 5][13 5][12 5][11 5][10 5][9 5][8 5][7 5][6 5][5 5][4 5][3 5][2 5][1 5][0 5][0 6][0 7][1 7][2 7][3 7][4 7][5 7][6 7][7 7][8 7][9 7][10 7][11 7][12 7][13 7][14 7][15 7][16 7][17 7][18 7][19 7][20 7][21 7][22 7][23 7][24 7][25 7][26 7][27 7][28 7][29 7][30 7][30 8][30 9][29 9][28 9][27 9][26 9][25 9][24 9][23 9][22 9][21 9][20 9][19 9][18 9][17 9][16 9][15 9][14 9][13 9][12 9][11 9][10 9][9 9][8 9][7 9][6 9][5 9][4 9][3 9][2 9][1 9][0 9][0 10][0 11][1 11][2 11][3 11][4 11][5 11][6 11][7 11][8 11][9 11][10 11][11 11][12 11][13 11][14 11][15 11][16 11][17 11][18 11][19 11][20 11][21 11][22 11][23 11][24 11][25 11][26 11][27 11][28 11][29 11][30 11][30 12][30 13][29 13][28 13][27 13][26 13][25 13][24 13][23 13][22 13][21 13][20 13][19 13][18 13][17 13][16 13][15 13][14 13][13 13][12 13][11 13][10 13][9 13][8 13][7 13][6 13][5 13][4 13][3 13][2 13][1 13][0 13][0 14][0 15][1 15]],[1 15], [8 0],1,-1,2530,[3 2 1 0],[]
bfs,458,489,23,[8 0][7 0][6 0][5 0][4 0][3 0][2 0][1 0][1 1][1 2][1 3][1 4][1 5][1 6][1 7][1 8][1 9][1 10][1 11][1 12][1 13][1 14][1 15]],[1 15], [8 0],2,-1,240,[3 2 1 0],[]
dfs,204,426,205,[8 0][8 1][7 1][6 1][5 1][4 1][3 1][2 1][1 1][0 1][0 2][0 3][1 3][2 3][3 3][4 3][5 3][6 3][7 3][8 3][9 3][10 3][11 3][12 3][13 3][14 3][15 3][16 3][17 3][18 3][19 3][20 3][21 3][22 3][23 3][24 3][25 3][26 3][27 3][28 3][29 3][30 3][30 4][30 5][29 5][28 5][27 5][26 5][25 5][24 5][23 5][22 5][21 5][20 5][19 5][18 5][17 5][16 5][15 5][14 5][13 5][12 5][11 5][10 5][9 5][8 5][7 5][6 5][5 5][4 5][3 5][2 5][1 5][0 5][0 6][0 7][1 7][2 7][3 7][4 7][5 7][6 7][7 7][8 7][9 7][10 7][11 7][12 7][13 7][14 7][15 7][16 7][17 7][18 7][19 7][20 7][21 7][22 7][23 7][24 7][25 7][26 7][27 7][28 7][29 7][30 7][30 8][30 9][29 9][28 9][27 9][26 9][25 9][24 9][23 9][22 9][21 9][20 9][19 9][18 9][17 9][16 9][15 9][14 9][13 9][12 9][11 9][10 9][9 9][8 9][7 9][6 9][5 9][4 9][3 9][2 9][1 9][0 9][0 10][0 11][1 11][2 11][3 11][4 11][5 11][6 11][7 11][8 11][9 11][10 11][11 11][12 11][13 11][14 11][15 11][16 11][17 11][18 11][19 11][20 11][21 11][22 11][23 11][24 11][25 11][26 11][27 11][28 11][29 11][30 11][30 12][30 13][29 13][28 13][27 13][26 13][25 13][24 13][23 13][22 13][21 13][20 13][19 13][18 13][17 13][16 13][15 13][14 13][13 13][12 13][11 13][10 13][9 13][8 13][7 13][6 13][5 13][4 13][3 13][2 13][1 13][0 13][0 14][0 15][1 15]],[1 15], [8 0],2,-1,2281,[3 2 1 0],[]
bfs,458,489,23,[8 0][7 0][6 0][5 0][4 0][3 0][2 0][1 0][1 1][1 2][1 3][1 4][1 5][1 6][1 7][1 8][1 9][1 10][1 11][1 12][1 13][1 14][1 15]],[1 15], [8 0],3,-1,226,[3 2 1 0],[]
dfs,204,426,205,[8 0][8 1][7 1][6 1][5 1][4 1][3 1][2 1][1 1][0 1][0 2][0 3][1 3][2 3][3 3][4 3][5 3][6 3][7 3][8 3][9 3][10 3][11 3][12 3][13 3][14 3][15 3][16 3][17 3][18 3][19 3][20 3][21 3][22 3][23 3][24 3][25 3][26 3][27 3][28 3][29 3][30 3][30 4][30 5][29 5][28 5][27 5][26 5][25 5][24 5][23 5][22 5][21 5][20 5][19 5][18 5][17 5][16 5][15 5][14 5][13 5][12 5][11 5][10 5][9 5][8 5][7 5][6 5][5 5][4 5][3 5][2 5][1 5][0 5][0 6][0 7][1 7][2 7][3 7][4 7][5 7][6 7][7 7][8 7][9 7][10 7][11 7][12 7][13 7][14 7][15 7][16 7][17 7][18 7][19 7][20 7][21 7][22 7][23 7][24 7][25 7][26 7][27 7][28 7][29 7][30 7][30 8][30 9][29 9][28 9][27 9][26 9][25 9][24 9][23 9][22 9][21 9][20 9][19 9][18 9][17 9][16 9][15 9][14 9][13 9][12 9][11 9][10 9][9 9][8 9][7 9][6 9][5 9][4 9][3 9][2 9][1 9][0 9][0 10][0 11][1 11][2 11][3 11][4 11][5 11][6 11][7 11][8 11][9 11][10 11][11 11][12 11][13 11][14 11][15 11][16 11][17 11][18 11][19 11][20 11][21 11][22 11][23 11][24 11][25 11][26 11][27 11][28 11][29 11][30 11][30 12][30 13][29 13][28 13][27 13][26 13][25 13][24 13][23 13][22 13][21 13][20 13][19 13][18 13][17 13][16 13][15 13][14 13][13 13][12 13][11 13][10 13][9 13][8 13][7 13][6 13][5 13][4 13][3 13][2 13][1 13][0 13][0 14][0 15][1 15]],[1 15], [8 0],3,-1,2021,[3 2 1 0],[]
bfs,823,845,30,[28 10][28 11][28 12][28 13][28 14][28 15][28 16][28 17][28 18][28 19][28 20][28 21][28 22][28 23][27 23][26 23][25 23][24 23][23 23][22 23][21 23][20 23][19 23][18 23][17 23][16 23][15 23][14 23][13 23][12 23]],[12 23], [28 10],0,-1,290,[1 2 3 0],[]
