algorithm,visited_qty,generated_qty,path_size,path,start,target,cost_id,heuristic_id,cost,order
a_star,168,56,28,[[1 8][1 9][1 10][1 11][1 12][1 13][1 14][1 15][2 15][3 15][4 15][5 15][6 15][7 15][8 15][9 15][10 15][11 15][12 15][13 15][14 15][15 15][16 15][17 15][18 15][19 15][20 15][21 15]], [21 15], [1 8],3,1,270,"[0 1 2 3]"
greedy_search,93,63,24,[[10 28][10 27][11 27][11 26][12 26][12 25][13 25][13 24][14 24][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],0,0,0,"[0 1 2 3]"
a_star,151,50,24,[[10 28][10 27][11 27][11 26][12 26][12 25][13 25][13 24][14 24][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],0,0,230,"[0 1 2 3]"
greedy_search,93,70,24,[[10 28][10 27][10 26][10 25][10 24][10 23][11 23][12 23][13 23][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],0,1,0,"[0 1 2 3]"
a_star,114,48,24,[[10 28][10 27][10 26][10 25][10 24][10 23][11 23][12 23][13 23][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],0,1,230,"[0 1 2 3]"
greedy_search,93,63,24,[[10 28][10 27][11 27][11 26][12 26][12 25][13 25][13 24][14 24][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],1,0,0,"[0 1 2 3]"
a_star,187,51,24,[[10 28][10 27][11 27][11 26][11 25][12 25][12 24][12 23][13 23][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],1,0,255,"[0 1 2 3]"
greedy_search,93,70,24,[[10 28][10 27][10 26][10 25][10 24][10 23][11 23][12 23][13 23][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],1,1,0,"[0 1 2 3]"
a_star,136,50,24,[[10 28][10 27][10 26][10 25][10 24][10 23][11 23][12 23][13 23][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],1,1,255,"[0 1 2 3]"
greedy_search,93,63,24,[[10 28][10 27][11 27][11 26][12 26][12 25][13 25][13 24][14 24][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],2,0,0,"[0 1 2 3]"
a_star,131,50,24,[[10 28][10 27][11 27][12 27][13 27][14 27][14 26][14 25][15 25][16 25][17 25][18 25][19 25][19 24][20 24][21 24][22 24][23 24][24 24][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],2,0,231,"[0 1 2 3]"
greedy_search,93,70,24,[[10 28][10 27][10 26][10 25][10 24][10 23][11 23][12 23][13 23][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],2,1,0,"[0 1 2 3]"
a_star,69,44,24,[[10 28][10 27][11 27][12 27][13 27][14 27][14 26][14 25][15 25][16 25][17 25][18 25][19 25][19 24][20 24][21 24][22 24][23 24][24 24][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],2,1,231,"[0 1 2 3]"
greedy_search,93,63,24,[[10 28][10 27][11 27][11 26][12 26][12 25][13 25][13 24][14 24][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],3,0,0,"[0 1 2 3]"
a_star,86,42,24,[[10 28][11 28][12 28][12 27][13 27][14 27][15 27][16 27][17 27][18 27][19 27][20 27][20 26][20 25][20 24][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],3,0,209,"[0 1 2 3]"
greedy_search,93,70,24,[[10 28][10 27][10 26][10 25][10 24][10 23][11 23][12 23][13 23][14 23][15 23][16 23][17 23][18 23][19 23][20 23][21 23][22 23][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],3,1,0,"[0 1 2 3]"
a_star,24,45,24,[[10 28][11 28][12 28][13 28][14 28][15 28][16 28][17 28][18 28][19 28][20 28][21 28][22 28][23 28][23 27][23 26][23 25][23 24][23 23][24 23][25 23][26 23][27 23][28 23]], [28 23], [10 28],3,1,215,"[0 1 2 3]"
greedy_search,29,20,8,[[11 12][11 11][12 11][12 10][13 10][13 9][13 8][13 7]], [13 7], [11 12],0,0,0,"[0 1 2 3]"
a_star,20,17,8,[[11 12][11 11][12 11][12 10][13 10][13 9][13 8][13 7]], [13 7], [11 12],0,0,70,"[0 1 2 3]"
greedy_search,29,22,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],0,1,0,"[0 1 2 3]"
a_star,18,16,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],0,1,70,"[0 1 2 3]"
greedy_search,29,20,8,[[11 12][11 11][12 11][12 10][13 10][13 9][13 8][13 7]], [13 7], [11 12],1,0,0,"[0 1 2 3]"
a_star,31,20,8,[[11 12][11 11][12 11][12 10][12 9][13 9][13 8][13 7]], [13 7], [11 12],1,0,95,"[0 1 2 3]"
greedy_search,29,22,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],1,1,0,"[0 1 2 3]"
a_star,24,18,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],1,1,95,"[0 1 2 3]"
greedy_search,29,20,8,[[11 12][11 11][12 11][12 10][13 10][13 9][13 8][13 7]], [13 7], [11 12],2,0,0,"[0 1 2 3]"
a_star,18,16,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],2,0,76,"[0 1 2 3]"
greedy_search,29,22,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],2,1,0,"[0 1 2 3]"
a_star,13,14,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],2,1,76,"[0 1 2 3]"
greedy_search,29,20,8,[[11 12][11 11][12 11][12 10][13 10][13 9][13 8][13 7]], [13 7], [11 12],3,0,0,"[0 1 2 3]"
a_star,17,16,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],3,0,70,"[0 1 2 3]"
greedy_search,29,22,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],3,1,0,"[0 1 2 3]"
a_star,9,13,8,[[11 12][11 11][11 10][11 9][11 8][11 7][12 7][13 7]], [13 7], [11 12],3,1,70,"[0 1 2 3]"
greedy_search,93,50,24,[[21 18][21 17][20 17][20 16][19 16][19 15][18 15][18 14][17 14][17 13][16 13][16 12][15 12][15 11][14 11][14 10][13 10][13 9][12 9][12 8][11 8][11 7][10 7][10 6]], [10 6], [21 18],0,0,0,"[0 1 2 3]"
a_star,201,51,24,[[21 18][21 17][20 17][20 16][19 16][19 15][18 15][18 14][17 14][17 13][16 13][16 12][15 12][15 11][14 11][14 10][13 10][13 9][12 9][12 8][11 8][11 7][10 7][10 6]], [10 6], [21 18],0,0,230,"[0 1 2 3]"
greedy_search,93,70,24,[[21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][20 6][19 6][18 6][17 6][16 6][15 6][14 6][13 6][12 6][11 6][10 6]], [10 6], [21 18],0,1,0,"[0 1 2 3]"
a_star,156,48,24,[[21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][20 6][19 6][18 6][17 6][16 6][15 6][14 6][13 6][12 6][11 6][10 6]], [10 6], [21 18],0,1,230,"[0 1 2 3]"
greedy_search,93,50,24,[[21 18][21 17][20 17][20 16][19 16][19 15][18 15][18 14][17 14][17 13][16 13][16 12][15 12][15 11][14 11][14 10][13 10][13 9][12 9][12 8][11 8][11 7][10 7][10 6]], [10 6], [21 18],1,0,0,"[0 1 2 3]"
a_star,375,52,24,[[21 18][21 17][20 17][20 16][19 16][19 15][18 15][18 14][17 14][17 13][16 13][16 12][15 12][15 11][14 11][14 10][13 10][13 9][12 9][12 8][11 8][11 7][10 7][10 6]], [10 6], [21 18],1,0,345,"[0 1 2 3]"
greedy_search,93,70,24,[[21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][20 6][19 6][18 6][17 6][16 6][15 6][14 6][13 6][12 6][11 6][10 6]], [10 6], [21 18],1,1,0,"[0 1 2 3]"
a_star,286,58,24,[[21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][20 6][19 6][18 6][17 6][16 6][15 6][14 6][13 6][12 6][11 6][10 6]], [10 6], [21 18],1,1,345,"[0 1 2 3]"
greedy_search,93,50,24,[[21 18][21 17][20 17][20 16][19 16][19 15][18 15][18 14][17 14][17 13][16 13][16 12][15 12][15 11][14 11][14 10][13 10][13 9][12 9][12 8][11 8][11 7][10 7][10 6]], [10 6], [21 18],2,0,0,"[0 1 2 3]"
a_star,297,56,24,[[21 18][21 17][20 17][20 16][19 16][19 15][18 15][18 14][17 14][17 13][16 13][16 12][15 12][15 11][14 11][14 10][13 10][13 9][12 9][12 8][11 8][11 7][10 7][10 6]], [10 6], [21 18],2,0,285,"[0 1 2 3]"
greedy_search,93,70,24,[[21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][20 6][19 6][18 6][17 6][16 6][15 6][14 6][13 6][12 6][11 6][10 6]], [10 6], [21 18],2,1,0,"[0 1 2 3]"
a_star,205,52,24,[[21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][20 6][19 6][18 6][17 6][16 6][15 6][14 6][13 6][12 6][11 6][10 6]], [10 6], [21 18],2,1,285,"[0 1 2 3]"
greedy_search,93,50,24,[[21 18][21 17][20 17][20 16][19 16][19 15][18 15][18 14][17 14][17 13][16 13][16 12][15 12][15 11][14 11][14 10][13 10][13 9][12 9][12 8][11 8][11 7][10 7][10 6]], [10 6], [21 18],3,0,0,"[0 1 2 3]"
a_star,189,51,24,[[21 18][21 17][20 17][20 16][19 16][19 15][18 15][18 14][17 14][17 13][16 13][16 12][15 12][15 11][14 11][14 10][13 10][13 9][12 9][12 8][11 8][11 7][10 7][10 6]], [10 6], [21 18],3,0,218,"[0 1 2 3]"
greedy_search,93,70,24,[[21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][20 6][19 6][18 6][17 6][16 6][15 6][14 6][13 6][12 6][11 6][10 6]], [10 6], [21 18],3,1,0,"[0 1 2 3]"
a_star,64,51,24,[[21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][20 6][19 6][18 6][17 6][16 6][15 6][14 6][13 6][12 6][11 6][10 6]], [10 6], [21 18],3,1,218,"[0 1 2 3]"
greedy_search,49,29,13,[[11 0][11 1][10 1][10 2][9 2][9 3][8 3][8 4][7 4][7 5][6 5][6 6][6 7]], [6 7], [11 0],0,0,0,"[0 1 2 3]"
a_star,58,23,13,[[11 0][11 1][10 1][10 2][9 2][9 3][8 3][8 4][7 4][7 5][6 5][6 6][6 7]], [6 7], [11 0],0,0,120,"[0 1 2 3]"
greedy_search,49,37,13,[[11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][10 7][9 7][8 7][7 7][6 7]], [6 7], [11 0],0,1,0,"[0 1 2 3]"
a_star,48,21,13,[[11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][10 7][9 7][8 7][7 7][6 7]], [6 7], [11 0],0,1,120,"[0 1 2 3]"
greedy_search,49,29,13,[[11 0][11 1][10 1][10 2][9 2][9 3][8 3][8 4][7 4][7 5][6 5][6 6][6 7]], [6 7], [11 0],1,0,0,"[0 1 2 3]"
a_star,73,24,13,[[11 0][10 0][10 1][9 1][8 1][8 2][7 2][6 2][6 3][6 4][6 5][6 6][6 7]], [6 7], [11 0],1,0,145,"[0 1 2 3]"
greedy_search,49,37,13,[[11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][10 7][9 7][8 7][7 7][6 7]], [6 7], [11 0],1,1,0,"[0 1 2 3]"
a_star,57,22,13,[[11 0][10 0][9 0][8 0][7 0][6 0][6 1][6 2][6 3][6 4][6 5][6 6][6 7]], [6 7], [11 0],1,1,145,"[0 1 2 3]"
greedy_search,49,29,13,[[11 0][11 1][10 1][10 2][9 2][9 3][8 3][8 4][7 4][7 5][6 5][6 6][6 7]], [6 7], [11 0],2,0,0,"[0 1 2 3]"
a_star,51,22,13,[[11 0][10 0][9 0][9 1][9 2][9 3][9 4][8 4][7 4][6 4][6 5][6 6][6 7]], [6 7], [11 0],2,0,123,"[0 1 2 3]"
greedy_search,49,37,13,[[11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][10 7][9 7][8 7][7 7][6 7]], [6 7], [11 0],2,1,0,"[0 1 2 3]"
a_star,29,17,13,[[11 0][10 0][9 0][9 1][9 2][9 3][9 4][8 4][7 4][6 4][6 5][6 6][6 7]], [6 7], [11 0],2,1,123,"[0 1 2 3]"
greedy_search,49,29,13,[[11 0][11 1][10 1][10 2][9 2][9 3][8 3][8 4][7 4][7 5][6 5][6 6][6 7]], [6 7], [11 0],3,0,0,"[0 1 2 3]"
a_star,28,23,13,[[11 0][11 1][11 2][10 2][9 2][8 2][7 2][6 2][6 3][6 4][6 5][6 6][6 7]], [6 7], [11 0],3,0,105,"[0 1 2 3]"
greedy_search,49,37,13,[[11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][10 7][9 7][8 7][7 7][6 7]], [6 7], [11 0],3,1,0,"[0 1 2 3]"
a_star,13,23,13,[[11 0][11 1][11 2][11 3][10 3][9 3][8 3][7 3][6 3][6 4][6 5][6 6][6 7]], [6 7], [11 0],3,1,110,"[0 1 2 3]"
greedy_search,97,61,25,[[11 19][11 18][10 18][10 17][9 17][9 16][8 16][8 15][7 15][7 14][6 14][6 13][5 13][5 12][4 12][4 11][4 10][4 9][4 8][4 7][4 6][4 5][4 4][4 3][4 2]], [4 2], [11 19],0,0,0,"[0 1 2 3]"
a_star,189,49,25,[[11 19][11 18][10 18][10 17][9 17][9 16][8 16][8 15][7 15][7 14][6 14][6 13][5 13][5 12][4 12][4 11][4 10][4 9][4 8][4 7][4 6][4 5][4 4][4 3][4 2]], [4 2], [11 19],0,0,240,"[0 1 2 3]"
greedy_search,97,73,25,[[11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][10 2][9 2][8 2][7 2][6 2][5 2][4 2]], [4 2], [11 19],0,1,0,"[0 1 2 3]"
a_star,144,50,25,[[11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][10 2][9 2][8 2][7 2][6 2][5 2][4 2]], [4 2], [11 19],0,1,240,"[0 1 2 3]"
greedy_search,97,61,25,[[11 19][11 18][10 18][10 17][9 17][9 16][8 16][8 15][7 15][7 14][6 14][6 13][5 13][5 12][4 12][4 11][4 10][4 9][4 8][4 7][4 6][4 5][4 4][4 3][4 2]], [4 2], [11 19],1,0,0,"[0 1 2 3]"
a_star,282,33,25,[[11 19][11 18][10 18][10 17][9 17][9 16][8 16][8 15][7 15][7 14][6 14][6 13][5 13][5 12][4 12][4 11][4 10][4 9][4 8][4 7][4 6][4 5][4 4][4 3][4 2]], [4 2], [11 19],1,0,360,"[0 1 2 3]"
greedy_search,97,73,25,[[11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][10 2][9 2][8 2][7 2][6 2][5 2][4 2]], [4 2], [11 19],1,1,0,"[0 1 2 3]"
a_star,255,36,25,[[11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][10 2][9 2][8 2][7 2][6 2][5 2][4 2]], [4 2], [11 19],1,1,360,"[0 1 2 3]"
greedy_search,97,61,25,[[11 19][11 18][10 18][10 17][9 17][9 16][8 16][8 15][7 15][7 14][6 14][6 13][5 13][5 12][4 12][4 11][4 10][4 9][4 8][4 7][4 6][4 5][4 4][4 3][4 2]], [4 2], [11 19],2,0,0,"[0 1 2 3]"
a_star,249,33,25,[[11 19][11 18][10 18][10 17][9 17][9 16][8 16][8 15][7 15][7 14][6 14][6 13][5 13][5 12][4 12][4 11][4 10][4 9][4 8][4 7][4 6][4 5][4 4][4 3][4 2]], [4 2], [11 19],2,0,296,"[0 1 2 3]"
greedy_search,97,73,25,[[11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][10 2][9 2][8 2][7 2][6 2][5 2][4 2]], [4 2], [11 19],2,1,0,"[0 1 2 3]"
a_star,198,47,25,[[11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][10 2][9 2][8 2][7 2][6 2][5 2][4 2]], [4 2], [11 19],2,1,296,"[0 1 2 3]"
greedy_search,97,61,25,[[11 19][11 18][10 18][10 17][9 17][9 16][8 16][8 15][7 15][7 14][6 14][6 13][5 13][5 12][4 12][4 11][4 10][4 9][4 8][4 7][4 6][4 5][4 4][4 3][4 2]], [4 2], [11 19],3,0,0,"[0 1 2 3]"
a_star,155,49,25,[[11 19][11 18][10 18][10 17][9 17][9 16][8 16][8 15][7 15][7 14][6 14][6 13][5 13][5 12][4 12][4 11][4 10][4 9][4 8][4 7][4 6][4 5][4 4][4 3][4 2]], [4 2], [11 19],3,0,226,"[0 1 2 3]"
greedy_search,97,73,25,[[11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][10 2][9 2][8 2][7 2][6 2][5 2][4 2]], [4 2], [11 19],3,1,0,"[0 1 2 3]"
a_star,35,52,25,[[11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][10 2][9 2][8 2][7 2][6 2][5 2][4 2]], [4 2], [11 19],3,1,226,"[0 1 2 3]"
greedy_search,77,52,20,[[2 8][2 9][3 9][3 10][4 10][4 11][5 11][5 12][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23]], [6 23], [2 8],0,0,0,"[0 1 2 3]"
a_star,104,42,20,[[2 8][2 9][3 9][3 10][4 10][4 11][5 11][5 12][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23]], [6 23], [2 8],0,0,190,"[0 1 2 3]"
greedy_search,77,58,20,[[2 8][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][3 23][4 23][5 23][6 23]], [6 23], [2 8],0,1,0,"[0 1 2 3]"
a_star,80,40,20,[[2 8][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][3 23][4 23][5 23][6 23]], [6 23], [2 8],0,1,190,"[0 1 2 3]"
greedy_search,77,52,20,[[2 8][2 9][3 9][3 10][4 10][4 11][5 11][5 12][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23]], [6 23], [2 8],1,0,0,"[0 1 2 3]"
a_star,94,41,20,[[2 8][2 9][3 9][3 10][4 10][4 11][5 11][5 12][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23]], [6 23], [2 8],1,0,190,"[0 1 2 3]"
greedy_search,77,58,20,[[2 8][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][3 23][4 23][5 23][6 23]], [6 23], [2 8],1,1,0,"[0 1 2 3]"
a_star,80,40,20,[[2 8][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][3 23][4 23][5 23][6 23]], [6 23], [2 8],1,1,190,"[0 1 2 3]"
greedy_search,77,52,20,[[2 8][2 9][3 9][3 10][4 10][4 11][5 11][5 12][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23]], [6 23], [2 8],2,0,0,"[0 1 2 3]"
a_star,102,42,20,[[2 8][2 9][3 9][3 10][4 10][4 11][5 11][5 12][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23]], [6 23], [2 8],2,0,190,"[0 1 2 3]"
greedy_search,77,58,20,[[2 8][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][3 23][4 23][5 23][6 23]], [6 23], [2 8],2,1,0,"[0 1 2 3]"
a_star,80,40,20,[[2 8][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][3 23][4 23][5 23][6 23]], [6 23], [2 8],2,1,190,"[0 1 2 3]"
greedy_search,77,52,20,[[2 8][2 9][3 9][3 10][4 10][4 11][5 11][5 12][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23]], [6 23], [2 8],3,0,0,"[0 1 2 3]"
a_star,107,42,20,[[2 8][2 9][3 9][3 10][4 10][4 11][5 11][5 12][6 12][6 13][6 14][6 15][6 16][6 17][6 18][6 19][6 20][6 21][6 22][6 23]], [6 23], [2 8],3,0,190,"[0 1 2 3]"
greedy_search,77,58,20,[[2 8][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][3 23][4 23][5 23][6 23]], [6 23], [2 8],3,1,0,"[0 1 2 3]"
a_star,80,40,20,[[2 8][2 9][2 10][2 11][2 12][2 13][2 14][2 15][2 16][2 17][2 18][2 19][2 20][2 21][2 22][2 23][3 23][4 23][5 23][6 23]], [6 23], [2 8],3,1,190,"[0 1 2 3]"
greedy_search,113,65,29,[[3 8][3 9][4 9][4 10][5 10][5 11][6 11][6 12][7 12][7 13][8 13][8 14][9 14][9 15][10 15][10 16][11 16][11 17][12 17][12 18][13 18][13 19][14 19][14 20][14 21][14 22][14 23][14 24][14 25]], [14 25], [3 8],0,0,0,"[0 1 2 3]"
a_star,285,62,29,[[3 8][3 9][4 9][4 10][5 10][5 11][6 11][6 12][7 12][7 13][8 13][8 14][9 14][9 15][10 15][10 16][11 16][11 17][12 17][12 18][13 18][13 19][14 19][14 20][14 21][14 22][14 23][14 24][14 25]], [14 25], [3 8],0,0,280,"[0 1 2 3]"
greedy_search,113,85,29,[[3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][4 25][5 25][6 25][7 25][8 25][9 25][10 25][11 25][12 25][13 25][14 25]], [14 25], [3 8],0,1,0,"[0 1 2 3]"
a_star,216,58,29,[[3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][4 25][5 25][6 25][7 25][8 25][9 25][10 25][11 25][12 25][13 25][14 25]], [14 25], [3 8],0,1,280,"[0 1 2 3]"
greedy_search,113,65,29,[[3 8][3 9][4 9][4 10][5 10][5 11][6 11][6 12][7 12][7 13][8 13][8 14][9 14][9 15][10 15][10 16][11 16][11 17][12 17][12 18][13 18][13 19][14 19][14 20][14 21][14 22][14 23][14 24][14 25]], [14 25], [3 8],1,0,0,"[0 1 2 3]"
a_star,268,61,29,[[3 8][3 9][4 9][4 10][5 10][5 11][6 11][6 12][7 12][7 13][8 13][8 14][9 14][9 15][10 15][10 16][11 16][11 17][12 17][12 18][13 18][13 19][14 19][14 20][14 21][14 22][14 23][14 24][14 25]], [14 25], [3 8],1,0,280,"[0 1 2 3]"
greedy_search,113,85,29,[[3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][4 25][5 25][6 25][7 25][8 25][9 25][10 25][11 25][12 25][13 25][14 25]], [14 25], [3 8],1,1,0,"[0 1 2 3]"
a_star,216,58,29,[[3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][4 25][5 25][6 25][7 25][8 25][9 25][10 25][11 25][12 25][13 25][14 25]], [14 25], [3 8],1,1,280,"[0 1 2 3]"
greedy_search,113,65,29,[[3 8][3 9][4 9][4 10][5 10][5 11][6 11][6 12][7 12][7 13][8 13][8 14][9 14][9 15][10 15][10 16][11 16][11 17][12 17][12 18][13 18][13 19][14 19][14 20][14 21][14 22][14 23][14 24][14 25]], [14 25], [3 8],2,0,0,"[0 1 2 3]"
a_star,281,62,29,[[3 8][3 9][4 9][4 10][5 10][5 11][6 11][6 12][7 12][7 13][8 13][8 14][9 14][9 15][10 15][10 16][11 16][11 17][12 17][12 18][13 18][13 19][14 19][14 20][14 21][14 22][14 23][14 24][14 25]], [14 25], [3 8],2,0,280,"[0 1 2 3]"
greedy_search,113,85,29,[[3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][4 25][5 25][6 25][7 25][8 25][9 25][10 25][11 25][12 25][13 25][14 25]], [14 25], [3 8],2,1,0,"[0 1 2 3]"
a_star,216,58,29,[[3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][4 25][5 25][6 25][7 25][8 25][9 25][10 25][11 25][12 25][13 25][14 25]], [14 25], [3 8],2,1,280,"[0 1 2 3]"
greedy_search,113,65,29,[[3 8][3 9][4 9][4 10][5 10][5 11][6 11][6 12][7 12][7 13][8 13][8 14][9 14][9 15][10 15][10 16][11 16][11 17][12 17][12 18][13 18][13 19][14 19][14 20][14 21][14 22][14 23][14 24][14 25]], [14 25], [3 8],3,0,0,"[0 1 2 3]"
a_star,294,62,29,[[3 8][3 9][4 9][4 10][5 10][5 11][6 11][6 12][7 12][7 13][8 13][8 14][9 14][9 15][10 15][10 16][11 16][11 17][12 17][12 18][13 18][13 19][14 19][14 20][14 21][14 22][14 23][14 24][14 25]], [14 25], [3 8],3,0,280,"[0 1 2 3]"
greedy_search,113,85,29,[[3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][4 25][5 25][6 25][7 25][8 25][9 25][10 25][11 25][12 25][13 25][14 25]], [14 25], [3 8],3,1,0,"[0 1 2 3]"
